商品名,価格,原価,カテゴリ番号,販売ステータス（1:販売中、0:販売中止）,サイズ,商品説明,タグ,リストへの表示（1:表示、:非表示）,販売時期（コロン区切りで1～12月。1:販売、0:休止),在庫管理（1:在庫管理する、0:在庫管理なし）,最小注文数,最大注文数,定番商品(1:定番商品、0:特別商品）,発送所要日数,販売日数（特別商品の場合は何日後まで販売するか）,単位,SKUコード（商品ごとに別のもの）
エレガントな雰囲気なお供えフラワーアレンジメント　送料無料！,6480,,1,1,40cm×60cm,オリエンタル白ユリをメインに使ったフラワーアレンジメントです。,ご葬儀 法事　開店祝い 周年祝い　賀寿 叙勲祝い楽屋見舞い お礼オリエンタル白ユリ,1,1:1:1:1::::::::,0,1,9999,1,1,0,個,mt-813
極彩色でまとまったお供えフラワーアレンジメント　送料無料！,8640,,1,1,45cm×35cm,ユリをメインに使った御供えのフラワーアレンジメントです。,ご葬儀 法事　お供え お盆　初盆,1,1:1:1:1:1:1:1:1:1:1:1:1,0,1,9999,1,1,0,個,mt-812
調度品の様な重厚感のあるお供えフラワーアレンジメント　送料無料！,10800,,1,1,70cm×50cm,オリエンタル白ユリをメインに使ったフラワーアレンジメントです。,ご葬儀 法事　カラー白　オリエンタル白ユリ,1,1:1:1:::::::::1,0,1,9999,1,1,0,個,mt-814
さし色がアクセントになったお供えフラワーアレンジメント　送料無料！,12960,,1,1,80cm×60cm,オリエンタル白ユリとシンビジュームをメインに使ったフラワーアレンジメントです。,ご葬儀 法事　盆,1,1:1:1:1:1:1:1:1:1:1:1:1,0,1,9999,1,1,0,個,mt-815
器にもこった白上がりお供えフラワーアレンジメント　送料無料！,16200,,1,1,80cm×70cm,オリエンタル白ユリと胡蝶蘭が入った豪華なフラワーアレンジメントです。白系フラワーアレンジメント,ご葬儀 法事　盆,1,1:1:1:1:1:1:1:1:1:1:1:1,0,1,9999,1,1,0,個,mt-816
緑がノスタルジックな花束　送料無料！,8640,,2,1,30cm×30ｃｍ×40ｃｍ,グリーンの花材を使用した花束です。, 結婚記念日　 結婚祝い 出産祝い,1,1:1:1:1:1:1:1:1:1:1:1:1,0,1,9999,1,1,0,束,ht-313
緑系でまとまったスタイリッシュな花束　送料無料！,5400,,2,1,30cm×30ｃｍ×30ｃｍ,グリーンの花材を使用した花束です。グリーン系花束,結婚記念日祝い 結婚祝い 出産祝い,1,1:1:1:1:1:1:1:1:1:1:1:1,0,1,9999,1,1,0,束,ht-312
緑がさわやかなフラワーアレンジメント　送料無料！,7560,,1,1,30cm×30ｃｍ,菊とシンビジュームを使用したフラワーアレンジメントです。淡い色合いでコンパクトにまとめました。白系フラワーアレンジメント,初盆　御供え,1,::1:1:1:1:1:1:1:1::,0,1,9999,1,1,0,個,mt-327
カサブランカとシンビジウムの白系花束　送料無料！,7560,,2,1,60cm×40cm,オリエンタルのユリを使った豪華な花束です。お供え用としても使えますがラッピングを変えることによりお祝いとしても使えます。,結婚記念日　開店祝い,1,1:1:1:1:1:1:1:1:1:1:1:1,0,1,9999,1,1,0,束,ht-803
白上がりでまとめた花束　送料無料！,5400,,2,1,60cm×40cm,白ユリと白バラで作った御供えの花束です。清楚な感じで仕上がってます。白系花束,ご葬儀 法事　盆,1,1:1:1:1:1:1:1:1:1:1:1:1,0,1,9999,1,1,0,束,ht-805
秋の落葉をイメージしたフラワーアレンジメント　送料無料！,5400,,1,1,30cm×30ｃｍ,ダリアをメインに使った秋のフラワーアレンジメントです。ファーガスという枯葉に見立てたプリザーブドフラワーも使用しています。,結婚記念日祝い 結婚祝い,1,::::::1:1:1:1::,0,1,9999,1,1,0,個,mt-320
ピンクのリンドウが華やかさを演出するフラワーアレンジメント　送料無料！,5400,,1,1,20cm×25cm,秋の行楽をイメージしたフラワーアレンジメントです。ぎっしりつまったお花が楽しいイメージを出しています。,結婚祝い 出産祝い,1,::::::1:1:1:1::,0,1,9999,1,1,0,個,mt-316
和風のお供えフラワーアレンジメント　送料無料！,10800,,1,1,60cm×40cm,ユリや蘭を多く使用しています。しかもコンパクトにまとめているので飾る場所を選びません。,ご葬儀 法事　初盆,1,1:1:1:1:1:1:1:1:1:1:1:1,0,1,9999,1,1,0,個,mt-810
太陽のように明るいフラワーアレンジメント　送料無料！,16200,,1,1,80cm×70cm,ヒマワリを多く使用した大きなフラワーアレンジメントです。とても大きなつくりなのでスタンド花にも負けない豪華さです。,　開店祝い 上場祝い 周年祝い,1,::1:1:1:1:1:1:1:1:1:,0,1,9999,1,1,0,個,mt-120
洋花を豪華にまとめた花束　送料無料！,5400,,2,1,60cm×40cm,御供えの大振りな花束です。小さなお花がたくさん入っているのでボリュームのある仕上がりになっています。,ご葬儀 法事,1,1:1:1:::::::::1,0,1,9999,1,1,0,束,ht-802
洋花を凛とあしらったお供えフラワーアレンジメント　送料無料！,6480,,1,1,60cm×40cm,大振りのお花を入れた御供えのフラワーアレンジメントです。冬・春のお花でまとめています。,ご葬儀 法事　御供え,1,1:1:1:::::::::1,0,1,9999,1,1,0,個,mt-805
春めいたパステルピンクの花束　送料無料！,5400,,2,1,30cm×30ｃｍ,春のお花をふんだんに使った花束です。春らしくカワイイ仕上がりですね。,お誕生日祝い  結婚記念日祝い 結婚祝い  移転祝い 周年祝い 引っ越し祝い 楽屋見舞い お礼 ご挨拶 卒業祝い　賀寿 叙勲祝い 季節春　カラーピンク　バラ　カーネーション　ガーベラ　スイトピー,1,1:1:1:1::::::::,0,1,9999,1,1,0,束,ht-308
赤バラのみの花束　送料無料！,6480,,2,1,50cm×40cm,赤バラのみを使用した花束です。御祝には赤がつき物なのでお勧め度は高いです。,お誕生日祝い  結婚記念日祝い 結婚祝い 出産祝い祝い 周年祝い 引っ越し祝い 楽屋見舞い お礼 ご挨拶 卒業祝い　賀寿 叙勲祝い　カラー赤　赤バラ　即日,1,1:1:1:1:1:1:1:1:1:1:1:1,0,1,9999,1,1,0,束,ht-303
赤、ピンク系の洋花花束　送料無料！,8640,,2,1,70cm×50cm,ユリ系のお花でまとめています。ユリの持つ高貴な感触は他では味わえません。,祝い,1,1:1:1:1:1:1:1:1:1:1:1:1,0,1,9999,1,1,0,束,ht-302
かすみ草だけの花束　送料無料！,6480,,2,1,60cm×40cm,カスミ草のみの花束です。ある意味贅沢な花束ですね。,お祝い ,1,1:1:1:1:1:1:1:1:1:1:1:1,0,1,9999,1,1,0,束,ht-301
ランチボックスみたいなかごがかわいらしいピンク系フラワーアレンジメント　送料無料！,6480,,1,1,30cm×40ｃｍ,ランチ用のバスケットにお花を活けました。見てるだけで楽しくなるフラワーアレンジメントです。,お誕生日祝い  結婚記念日祝い 結婚祝い 場祝い 就任祝い 退職祝い 移転祝い 周年祝い 引っ越し祝い 楽屋見舞い お礼 ご挨拶 卒業祝い　賀寿 叙勲祝い 季節春　カラーピンク　ピンクバラ　スイトピー,1,1:1:1:::::::::1,0,1,9999,1,1,0,個,mt-304
３色のバラがエレガントな花束　送料無料！,5400,,2,1,40cm×40cm,当店自慢の人気商品です。３色のバラが豪華です。綺麗系花束, 結婚記念日祝い 結婚祝い 出産祝い,1,1:1:1:1:1:1:1:1:1:1:1:1,0,1,9999,1,1,0,束,ht-201
洋花白上がりの枕花　送料無料！,16200,,4,1,100cm×80cm,かご入りのお供えのお花。小ぶりなサイズにギュッと詰め込みました。<br><br>価格：１基；15750円（消費税税込み）　 １対；31500円（消費税込み）<br>※1対をご注文の際は、数量を2としてください。 ,ご葬儀 法事　御供え　初盆,1,1:1:1:1:1:1:1:1:1:1:1:1,0,1,9999,1,1,0,基,ST2002
黄色の華やか花束　送料無料！,5400,,2,1,50cm×40cm,黄色系花束。黄バラ・オンシジューム・ゴットセフィアナなどを使用して黄色系で花束にしました。<br>黄色系花束, 結婚記念日祝い 出産祝い,1,1:1:1:1:1:1:1:1:1:1:1:1,0,1,9999,1,1,0,束,MT-50
黄色の豪華フラワーアレンジメント　送料無料！,5400,,1,1,w300×h450,黄色・パープル系でまとめました<br>豪華で人気商品です。ピンク系アレンジメント,開店祝い　退職祝い ,1,1:1:1:1:1:1:1:1:1:1:1:1,0,1,9999,1,1,0,個,MT-47
黄色のはなやかフラワーアレンジメント　送料無料！,5400,,1,1,w300×h450,サンダーソニア・黄色オレンジ系のバラ・オンシジュームなどを使ってゴージャスにまとめてみました。<br>黄色系フラワーアレンジメント, 出産祝い　開店祝い,1,1:1:1:1:1:1:1:1:1:1:1:1,0,1,9999,1,1,0,個,MT-40
黄色のさわやかフラワーアレンジメント　送料無料！,5400,,1,1,w300×h450,黄色系でまとめました。<br><br>使用花器:かご黄色系アレンジメント,出産祝い退職祝い 移転祝い,1,1:1:1:1:1:1:1:1:1:1:1:1,0,1,9999,1,1,0,個,MT-63
カサブランカメインのフラワーアレンジメント　送料無料！,10800,,1,1,60cm×40cm,オリエンタル白ユリをメインに作りました。とても豪華です。,開店祝い 移転祝い ,1,1:1:1:1:1:1:1:1:1:1:1:1,0,1,9999,1,1,0,個,mt-808
洋風お供えフラワーアレンジメント　送料無料！,8640,,1,1,50cm×40cm,オリエンタル白ユリをメインに入れて作りました。とても豪華です。,御供え,1,1:1:1:::::::::1,0,1,9999,1,1,0,個,mt-806
洋風お供えフラワーアレンジメント　送料無料！,5400,,1,1,60cm×40cm,サンダーソニアをメインに使ったフラワーアレンジメントです。,ご葬儀 法事　御供え,1,1:1:1:1:1:1:1:1:1:1:1:1,0,1,9999,1,1,0,個,mt-804
アンスリウム入りピンクフラワーアレンジメント　送料無料！,5400,,1,1,30×25cm,アンスリュームとデンファレが、夏の訪れを感じさせてくれる、アレンジメントです。きつ過ぎず、爽やか過ぎない色合いが、とってもGOOD！,結婚祝い　結婚記念日　誕生日,1,1:1:1:1:1:1:1:1:1:1:1:1,0,1,9999,1,1,0,個,mt-411
ミディ胡蝶蘭ピンク5本立ち　送料無料！即日出荷対応！,12960,,3,1,45×50cm,華やかなピンクがとても美しいミディ胡蝶蘭の５本立ちです。お祝いのご用途にとってもマッチします。個人様から法人様までどんなお祝いにご利用いただいても、喜ばれる胡蝶蘭です同梱物：胡蝶蘭の管理方法,　開店祝い　就任祝い　周年祝い　移転祝い,1,1:1:1:1:1:1:1:1:1:1:1:1,0,1,9999,1,1,0,鉢,ht-90
ミディ胡蝶蘭白３本立ち　送料無料！即日出荷対応！,8640,,3,1,30×50cm,白のミディ胡蝶蘭です。お供え用のラッピングで仕上げた商品になります。故人の仏前に供えるのに最適なお花です同梱物：胡蝶蘭の管理方法,法事　葬儀　初盆,1,1:1:1:1:1:1:1:1:1:1:1:1,0,1,9999,1,1,0,鉢,ht-100
ミディ胡蝶蘭ピンク３本立ち　送料無料！即日出荷対応！,8640,,3,1,30×50cm,ピンクのかわいらしいミディ系胡蝶蘭です。お祝い系のラッピングをあしらいました。同梱物：胡蝶蘭の管理方法,お誕生日祝い 結婚記念日祝い 結婚祝い,1,1:1:1:1:1:1:1:1:1:1:1:1,0,1,9999,1,1,0,鉢,ht-87
胡蝶蘭黄色中輪系５本立ち　送料無料！即日出荷対応！,21600,,3,1,80cm×60cm,珍しい黄色の中輪胡蝶蘭５本立ちです。黄色のが珍しいのでいつもと違った胡蝶蘭をお探しのにお勧めの商品です。同梱物：胡蝶蘭の管理方法,カラー黄色　お誕生日祝い  結婚記念日祝い 結婚祝い 出産祝い　開店祝い 上場祝い 就任祝い 退職祝い 移転祝い 周年祝い 引っ越し祝い 楽屋見舞い お礼 ご挨拶 卒業祝い　,1,1:1:1:1:1:1:1:1:1:1:1:1,0,1,9999,1,1,0,鉢,ht-92
ミディ胡蝶蘭黄色３本立ち　送料無料！,6480,,3,1,30×50cm,黄色のかわいらしいミディ胡蝶蘭の３本立ちです。かわいらしさの中に華やかさを持った、素敵な胡蝶蘭です。同梱物：胡蝶蘭の管理方法,お誕生日祝い 結婚記念日祝い 結婚祝い 出産祝い 賀寿のお祝い 叙勲祝い  引っ越し祝い 楽屋見舞い お礼 ご挨拶 卒業祝い　開店祝い 上場祝い 就任祝い 退職祝い 移転祝い 周年祝い　カラー黄色,1,1:1:1:1:1:1:1:1:1:1:1:1,0,1,9999,1,1,0,鉢,ht-85
胡蝶蘭白大輪系３本立ち　お供えラッピング　送料無料！即日出荷対応！,21600,,3,1,45×80cm,白の大輪系胡蝶蘭の3本立ちです。お供えラッピングをあしらいました。故人のご仏前やご葬儀にお供えするのに最適なお花です。同梱物：胡蝶蘭の管理方法,法事　ご葬儀　お供え　初盆 即日,1,1:1:1:1:1:1:1:1:1:1:1:1,0,1,9999,1,1,0,鉢,ht-97
胡蝶蘭白大輪系5本立ち　お供えラッピング　送料無料！即日出荷対応！,32400,,3,1,60×80cm,白の大輪系胡蝶蘭5本立ちです。お供えラッピングをあしらいました。故人のご仏前にお供えするのに最適なお花です。同梱物：胡蝶蘭の管理方法,カラー白　法事　葬儀　お供え,1,1:1:1:1:1:1:1:1:1:1:1:1,0,1,9999,1,1,0,鉢,ht-95
ミディ胡蝶蘭白5本立ち　お供えラッピング　送料無料！即日出荷対応！,12960,,3,1,45×50cm,白のミディ胡蝶蘭の5本立ちです。お供えのラッピングをあしらいました。故人のご仏前にお供えするのに最適な商品です同梱物：胡蝶蘭の管理方法,カラー白　法事　葬儀　初盆　お供え 即日,1,1:1:1:1:1:1:1:1:1:1:1:1,0,1,9999,1,1,0,鉢,ht-98
胡蝶蘭白大輪系３本立ち　お供えラッピング　送料無料！即日出荷対応！,16200,,3,1,45×75cm,白の大輪系胡蝶蘭3本立ちです。お供えのラッピングをあしらいました。故人のご仏前にお供えするのに最適なお花です。同梱物：胡蝶蘭の管理方法,カラー白　法事　葬儀　お供え 即日,1,1:1:1:1:1:1:1:1:1:1:1:1,0,1,9999,1,1,0,鉢,ht-96
アレンジメント　送料無料！即日出荷対応！,5400,,1,1,30cm×30ｃｍ,スイトピーをメインにピンク系で可愛くアレンジしました。器にもこだわった上品なアレンジメントです。,誕生日　御祝,1,1:1::::::::::1,0,1,9999,1,1,0,個,ar01-1502
アレンジメント【花の南福花園オリジナル】,3240,,1,1,20cm×25cm,可愛いミッキーとミニーの器にアレンジしました。可愛いですよ！！,お見舞い　誕生日,1,1:1:1:::::::::,0,1,9999,1,1,0,個,ar01-1601
アレンジメント　送料無料！即日出荷対応！,10800,,1,1,50cm×60cm,豪華にアレンジしました。開店祝いや周年祝いに如何ですか。,開店祝い　周年祝い,1,1:1:1:1:1:1:1:1:1:1:1:1,0,1,9999,1,1,0,個,ar01-1702
アレンジメント【花の南福花園オリジナル】,3240,,1,1,25cm×25cm,ピンクのオリエンタルゆりを使用した豪華なアレンジメントです。誕生日の贈り物に如何でしょうか！,誕生日,1,1:1::::::::::,0,1,9999,1,1,0,個,ar01-2001
アレンジメント【花の南福花園オリジナル】,3240,,1,1,25ｃｍ×25ｃｍ,アンスリュームも入った豪華なアレンジメントです。誕生日や記念日にどうぞ！,誕生日　記念日,1,1:1:1:::::::::1,0,1,9999,1,1,0,個,ar01-1802
アレンジメント【花の南福花園オリジナル】,3240,,1,1,25ｃｍ×25ｃｍ,春の花のアレンジメントです。春の日差しをいっぱいに受けた元気な花で作りました。,誕生日,1,1:1::::::::::1,0,1,9999,1,1,0,個,ar01-1602
フラワーアレンジメント【花の南福花園オリジナル】,3240,,1,1,30cm×30ｃｍ,赤いチューリップが上品なフラワーアレンジメントです。赤系フラワーアレンジメント,お誕生日祝い  結婚記念日,1,1:1:1:::::::::1,0,1,9999,1,1,0,個,mt-005
フラワーアレンジメント【花の南福花園オリジナル】,3240,,1,1,30cm×30ｃｍ,ピンクのチューリップが可愛いフラワーアレンジメントです。, 出産祝い 卒業祝い,1,1:1:1:1:1:1:1:1:1:1:1:1,0,1,9999,1,1,0,個,mt-004
アレンジメント　送料無料！即日出荷対応！,5400,,1,1,25ｃｍ×25ｃｍ,ピンク系ゆりなどピンク系でまとめた豪華なアレンジmrんとです。誕生祝のプレゼントにどうぞ,誕生日　ピンク系,1,1:1:1:::::::::1,0,1,9999,1,1,0,個,ar01-2603
アレンジメント【花の南福花園オリジナル】,3240,,1,1,（W）25cm×（H）30cm,白のオリエンタルのゆりに白バラなど白の中に紫のバラをポイントに入れた上品なアレンジメントです。記念日のプレゼントに如何ですか。,結婚記念日,1,1:1:1:::::::::1,0,1,9999,1,1,0,個,ar01-2601
フラワーアレンジメント【花の南福花園オリジナル】,3240,,1,1,20cm×25cm,チューリップを使った春のイメージのフラワーアレンジメントです。,お見舞い　誕生日,1,1:1:1:1:1:1:1:1:1:1:1:1,0,1,9999,1,1,0,個,mt-312
フラワーアレンジメント【花の南福花園オリジナル】,3780,,1,1,30cm×25ｃｍ,黄色のバラをメインに色を合わせました。黄色系フラワーアレンジメント,お見舞い,1,1:1:1:::::::::1,0,1,9999,1,1,0,個,mt-006
ピンクのショートブーケ（花束）【花の南福花園オリジナル】,3240,,2,1,30×45cm,人気のショートブーケタイプの花束です。ピンクのお花で色合いがまとまっていて、キュートな女性への贈り物にもってこいです。,誕生日祝い　結婚祝い　結婚記念日,1,1:1:1:1:1:1:1:1:1:1:1:1,0,1,9999,1,1,0,束,ht-415
フラワーアレンジメント【花の南福花園オリジナル】,3240,,1,1,w300×h280,赤系のアレンジメントです。<br>赤系アレンジメント,お誕生日祝い  結婚記念日,1,1:1:1:1:1:1:1:1:1:1:1:1,0,1,9999,1,1,0,個,MT-45
アレンジメント【花の南福花園オリジナル】,3240,,1,1,25cm×25cm,ピンク系で代表的な春の花、チューリップやスイトピーストックなどで作りました。,誕生日,1,1:1:1:::::::::1,0,1,9999,1,1,0,個,ar01-1501
フラワーアレンジメント【花の南福花園オリジナル】,3240,,1,1,30cm×40ｃｍ,秋の花材を使ったフラワーアレンジメントです。,退職祝い 移転祝い 周年祝い,1,::::::::1:1:1:,0,1,9999,1,1,0,個,mt-201
フラワーアレンジメント【花の南福花園オリジナル】,3780,,1,1,15×25cm,爽やかなグリーンのお花でまとめたフラワーアレンジメントです。コンパクトなサイズでちょっとしたお気持ちのギフトに最適な商品です。,お誕生日祝い,1,1:1:1:1:1:1:1:1:1:1:1:1,0,1,9999,1,1,0,個,mt-336
フラワーアレンジメント【花の南福花園オリジナル】,4320,,1,1,30×30cm,爽やかなグリーンのお花でまとめたフラワーアレンジメントです。アンスリウムを大胆にレイアウトした印象的なスタイルに仕上がりました。,お誕生日祝い 結婚記念日,1,1:1:1:1:1:1:1:1:1:1:1:1,0,1,9999,1,1,0,個,mt-334
フラワーアレンジメント【花の南福花園オリジナル】,3240,,1,1,30cm×30ｃｍ,菊・マムを使用した和風テイストのフラワーアレンジメントです。秋の雰囲気を味わうにはもってこいのアレンジです。,お誕生日祝い  結婚記念日祝い 結婚祝い 出産祝い　開店祝い 就任祝い 退職祝い 移転祝い 周年祝い　引っ越し祝い お礼 ご挨拶 季節秋　カラー黄　オレンジ　黄バラスプレーマム　カーネーション,1,1:1:1:1:1:1:1:1:1:1:1:1,0,1,9999,1,1,0,個,mt-329
フラワーアレンジメント【花の南福花園オリジナル】,5400,,1,1,30cm×40ｃｍ,菊・マムを使用した秋のフラワーアレンジメントです。オリエンタル白ユリも入っているので豪華さが違います。,お誕生日祝い  結婚記念日祝い 結婚祝い 出産祝い　開店祝い 上場祝い 就任祝い 退職祝い 移転祝い 周年祝い 引っ越し祝い 楽屋見舞い お礼 ご挨拶 卒業祝い　賀寿 叙勲祝い ご葬儀 法事　季 節秋　カラーグリーン　赤　白　赤バラ　オレンジバラ　スプレーマム　オリエンタル白ユリ,1,1:1:1:1:1:1:1:1:1:1:1:1,0,1,9999,1,1,0,個,mt-328
フラワーアレンジメント【花の南福花園オリジナル】,4320,,1,1,30cm×25ｃｍ,ダリアがメインのフラワーアレンジメントです。ワンポイントが利いた色合いになってます。,お誕生日祝い  結婚記念日,1,::1:1:1:1:1:1:1:1::,0,1,9999,1,1,0,個,mt-325
花束【花の南福花園オリジナル】,5400,,2,1,30cm×30ｃｍ×30ｃｍ,ダリアとピンクバラを使用した花束です。ふんわりとしたかわいい感じで仕上がってます,結婚祝い 出産祝い,1,::1:1:1:1:1:1:1:1::,0,1,9999,1,1,0,束,ht-310
フラワーアレンジメント【花の南福花園オリジナル】,3780,,1,1,25cm×25cm×10cm,赤バラをコンパクトにまとめたフラワーアレンジメントです。色使いが上品ですね。,お誕生日祝い,1,1:1:1:1:1:1:1:1:1:1:1:1,0,1,9999,1,1,0,個,mt-322
フラワーアレンジメント【花の南福花園オリジナル】,4320,,1,1,30cm×20cm,竜胆（リンドウ）がメインのフラワーアレンジメントです。コンパクトにまとめたお花がかわいいですね。, 結婚記念日,1,:::::1:1:1:1:1::,0,1,9999,1,1,0,個,mt-315
フラワーアレンジメント【花の南福花園オリジナル】,4320,,1,1,30cm×20cm,,,1,:::::1:1:1:1:::,0,1,9999,1,1,0,個,mt-314
花束【花の南福花園オリジナル】,3240,,2,1,30cm×30ｃｍ×30ｃｍ,スタンダードな白の御供えの花束です。,ご葬儀 法事,1,1:1:1:1:1:1:1:1:1:1:1:1,0,1,9999,1,1,0,束,ht-804
フラワーアレンジメント【花の南福花園オリジナル】,8640,,1,1,40cm×40cm,比較的大きなバスケットに活けています。洋風でまとめていますので和風とは違った雰囲気です。,ご葬儀 法事,1,1:1:1:1:1:1:1:1:1:1:1:1,0,1,9999,1,1,0,個,mt-809
フラワーアレンジメント【花の南福花園オリジナル】,3240,,1,1,25×25cm,黄色系の花材でまとめたフラワーアレンジメントです,お誕生日祝い 結婚記念日祝い 結婚祝い 出産祝い 賀寿のお祝い 叙勲祝い  引っ越し祝い 楽屋見舞い お礼 ご挨拶 卒業祝い 季節春　カラー黄色　ガーベラ　黄バラ　カラー,1,1:1:1:1:1:1:1:1:1:1:1:1,0,1,9999,1,1,0,個,mt-007
花束【花の南福花園オリジナル】,3240,,2,1,30cm×40ｃｍ,黄色のチューリップだけで作った花束です。春を感じさせる花束ですね。,お誕生日祝い  結婚記念日祝い 結婚祝い 出産祝い　開店祝い 上場祝い 就任祝い 退職祝い 移転祝い 周年祝い 引っ越し祝い 楽屋見舞い お礼 ご挨拶 卒業祝い　カラー黄　季節春　黄色チューリップ　グリーン,1,1:1:1:::::::::1,0,1,9999,1,1,0,束,ht-309
花束【花の南福花園オリジナル】,3240,,2,1,50cm×40cm,春のお花でまとめた御供えの花束です。スイトピーでやわらかい色あいに仕上げています。,ご葬儀 法事　季節春　カラー白　ピンク　グラジオラス　ストック　スイトピー,1,1:1:1:::::::::1,0,1,9999,1,1,0,個,ht-801
花束【花の南福花園オリジナル】,4320,,2,1,30cm×30ｃｍ,春のお花を使って黄色・オレンジ系で仕上げました。黄色系花束,お誕生日祝い  結婚記念日祝い 結婚祝い 出産祝い　開店祝い 上場祝い 就任祝い 退職祝い 移転祝い 周年祝い 引っ越し祝い 楽屋見舞い お礼 ご挨拶 卒業祝い　賀寿 叙勲祝い　オレンジバラ　黄バラ　カスミ草　グリーン,1,1:1:1:::::::::1,0,1,9999,1,1,0,束,ht-306
花束【花の南福花園オリジナル】,3240,,2,1,30cm×30ｃｍ,春のお花を使って色とりどりにまとめました。春らしい色合いになってます。,お誕生日祝い  結婚記念日祝い 結婚祝い 出産祝い　開店祝い 上場祝い 就任祝い 退職祝い 移転祝い 周年祝い 引っ越し祝い 楽屋見舞い お礼 ご挨拶 卒業祝い　賀寿 叙勲祝い 季節春　カラーミックス　チューリップ　カスミ草　スイトピー,1,1:1:1:::::::::1,0,1,9999,1,1,0,束,ht-305
フラワーアレンジメント【花の南福花園オリジナル】,3240,,1,1,30cm×25ｃｍ,黒の器にシックな仕上げをしました。上品なフラワーアレンジメントです。,お誕生日祝い  結婚記念日祝い 結婚祝い 出産祝い　開店祝い 上場祝い 就任祝い 退職祝い 移転祝い 周年祝い 引っ越し祝い 楽屋見舞い お礼 ご挨拶 卒業祝い　賀寿 叙勲祝い カラーミックス　ピンクバラ　アルストロメリア,1,1:1:1:1:1:1:1:1:1:1:1:1,0,1,9999,1,1,0,個,mt-309
フラワーアレンジメント【花の南福花園オリジナル】,3240,,1,1,25cm×25cm,彫刻を連想するシックな花器で作りました。コンパクトながらぎっしりとつまった春の花が可愛らしいです。,お誕生日祝い  結婚記念日祝い 結婚祝い 出産祝い　開店祝い 上場祝い 就任祝い 退職祝い 移転祝い 周年祝い 引っ越し祝い 楽屋見舞い お礼 ご挨拶 卒業祝い　賀寿 叙勲祝い 季節春　カラーピンク　ピンクバラ　スイトピー　カーネーション,1,1:1:1:::::::::1,0,1,9999,1,1,0,個,mt-308
フラワーアレンジメント【花の南福花園オリジナル】,3780,,1,1,30cm×20cm,チューリップをメインにしたフラワーアレンジメントです。器に使用したバスケットもかわいいですね。ピンク系フラワーアレンジメント,お誕生日祝い  結婚記念日祝い 結婚祝い 出産祝い　開店祝い 上場祝い 就任祝い 退職祝い 移転祝い 周年祝い 引っ越し祝い 楽屋見舞い お礼 ご挨拶 卒業祝い　賀寿 叙勲祝い 季節春　カラーピンク　チューリップ　スイトピー　グリーン,1,1:1:1:::::::::1,0,1,9999,1,1,0,個,mt-306
フラワーアレンジメント【花の南福花園オリジナル】,3780,,1,1,30cm×25ｃｍ,チューピップをメインにした黄色系のフラワーアレンジメントです。器に使用したバスケットもかわいいですね。黄色系フラワーアレンジメント,お誕生日祝い  結婚記念日祝い 上場祝い 就任祝い 退職祝い 移転祝い 周年祝い 引っ越し祝い 楽屋見舞い お礼 ご挨拶 卒業祝い　賀寿 叙勲祝い 季節春　カラー黄　チューリップ　スイトピー　グリーン,1,1:1:1:::::::::1,0,1,9999,1,1,0,個,mt-307
フラワーアレンジメント【花の南福花園オリジナル】,3780,,1,1,30cm×20cm,チューリップを使用したフラワーアレンジメントです。バラも入って豪華な感じです。,お誕生日祝い  結婚記念日祝い 結婚祝い 出産祝い　開店祝い 上場祝い 就任祝い 退職祝い 移転祝い 周年祝い 引っ越し祝い 楽屋見舞い お礼 ご挨拶 卒業祝い　賀寿 叙勲祝い 季節春　カラー赤　ピンク　チューリップ　ピンクバラ　グリーン,1,1:1:1:::::::::1,0,1,9999,1,1,0,個,mt-305
花束【花の南福花園オリジナル】,3240,,2,1,30cm×25ｃｍ,コンパクトに作ったブーケ風花束です。バラをメインにいれていますので、可愛らしさの中にも豪華さが引き立ちます。,お誕生日祝い  結婚記念日祝い 結婚祝祝い　引っ越し祝い お礼 ご挨拶 卒業祝い　カラーミックス　ピンクバラ　黄バラ　カーネーション,1,1:1:1:1:1:1:1:1:1:1:1:1,0,1,9999,1,1,0,束,ht-001
花束【花の南福花園オリジナル】,3780,,2,1,30cm×30ｃｍ,バラをメインに使ったブーケ風花束です。オレンジのバラが鮮やかです。,お誕生日祝い  結婚記念日祝い 結婚祝い 出産祝い　開店祝い　就任祝い 退職祝い 移転祝い 周年祝い　引っ越し祝い 楽屋見舞い お礼 ご挨拶 卒業祝い　賀寿 カラーオレンジ　オレンジバラ　グリーン,1,1:1:1:1:1:1:1:1:1:1:1:1,0,1,9999,1,1,0,束,ht-203
枕花　送料無料！即日出荷対応！,10800,,4,1,80cm×60cm,お供え用の枕花です。大きすぎず小さすぎず場所もとりません。,ご葬儀 法事　初盆,1,1:1:1:1:1:1:1:1:1:1:1:1,0,1,9999,1,1,0,個,HT3103
枕花　送料無料！即日出荷対応！,16200,,4,1,160cm×150cm,和風のイメージで焼杉の容器を使用しております。コンパクトにまとめました。<br><br>価格：１基；15750円（消費税税込み）　 １対；31500円（消費税込み）<br>※1対をご注文の際は、数量を2としてください。 ,ご葬儀 法事　御供え　初盆,1,1:1:1:1:1:1:1:1:1:1:1:1,0,1,9999,1,1,0,基,MH4303
